,title_id,title,date_added,release_year,rating,duration,description
4003,80106791,Hitler - A Career,02/10/2017,1977,TV-MA,150,"This documentary examines how Adolf Hitler's talent for manipulation, psychology and image-making led him from humble origins to near-world conquest."
4005,81037273,14 Minutes from Earth,02/01/2019,2016,TV-14,84,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.
4006,60022998,About a Boy,02/01/2019,2002,PG-13,101,"Hip, irresponsible Londoner Will invents an imaginary son and starts attending single-parent meetings to find available women."
4009,60003378,Billy Elliot,02/01/2019,2000,R,110,"When a boy trades boxing school for ballet lessons, he may take his newfound talent all the way to the top - and win over his disapproving father."
4011,70132722,Cats & Dogs: The Revenge of Kitty Galore,02/01/2019,2010,PG,82,Cats and dogs must set aside their differences and merge animal instincts when Kitty Galore decides to claw her way to global domination.
4012,81045891,Dear Ex,02/01/2019,2018,TV-MA,100,"A teen navigates a bitter feud between his willful mom and a free-spirited man, who's the lover and insurance beneficiary of his recently deceased dad."
4013,81059656,E-Cigarettes: Miracle or Menace?,02/01/2019,2016,TV-14,52,This documentary investigates the surge in vaping culture and whether e-cigarettes can really help smokers kick the habit.
4014,81001413,Free Rein: Valentine's Day,02/01/2019,2019,TV-Y7,51,"Love is in the air as Zoe and friends go on a quest to find a fabled Maid's Stone. But when rivalry blinds them to danger, it's Raven to the rescue!"
4015,80080618,Guilty,02/01/2019,2015,TV-MA,127,"When a teen and her family's hired servant turn up dead, inept police bungle the inquiry and wind up fingering a controversial prime suspect."
4017,80994282,Have You Seen the Listers?,02/01/2019,2017,TV-MA,86,This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.
4018,80220013,Heal,02/01/2019,2017,TV-PG,107,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health."
4020,80065492,Lego DC Comics: Batman Be-Leaguered,02/01/2019,2014,TV-Y7,22,"When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day."
4022,81048914,LEGO Marvel Super Heroes: Black Panther,02/01/2019,2018,TV-Y7-FV,22,"When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium."
4023,81048916,LEGO Marvel Super Heroes: Guardians of the Galaxy,02/01/2019,2017,TV-Y7-FV,22,"The Guardians are on a mission to deliver the Build Stone to the Avengers before the Ravagers, Thanos and his underlings steal it from them."
4024,81048910,LEGO Ninjago: Masters of Spinjitzu: Day of the Departed,02/01/2019,2016,TV-Y7-FV,44,Cole finds himself trapped in Yang's temple after accidentally releasing a host of villainous spirits that the Ninja must defeat.
4026,80220228,Malicious,02/01/2019,2018,TV-MA,91,"After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill."
4028,70101697,Ninja Assassin,02/01/2019,2009,R,99,"When his best friend is murdered by the shadowy Ozunu clan, Raizo, an orphan raised to be an assassin, vows revenge."
4030,80106984,Personal Shopper,02/01/2019,2016,R,105,"A psychic medium takes a job as personal shopper for a spoiled celebrity in order to contact the spirit of her brother, who owned her employer's home."
4037,80104316,The Edge of Seventeen,02/01/2019,2016,R,105,"When Nadine's best (and only) friend starts dating her detested older brother, the teenage cynic's life becomes even more unbearable."
4039,80208661,The Witch Files,02/01/2019,2018,TV-14,88,"A disparate group of teenage girls discovers how to obtain supernatural abilities, but abusing their newfound power has disturbing consequences."
4040,81063480,Truckbhar Swapna,02/01/2019,2018,TV-14,128,A taxi driver living in a Mumbai slum seeks to better his family's life by building an extension of his home while dealing with a lecherous contractor.
4041,81035127,True: Happy Hearts Day,02/01/2019,2019,TV-Y,24,"True and Bartleby try to cheer up the Rainbow Kingdom’s loneliest citizen, but his gloomy mood is contagious! Can a trio of wishes turn things around?"
4042,80199689,Velvet Buzzsaw,02/01/2019,2019,R,113,"A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences."
4043,81063084,What Makes a Psychopath?,02/01/2019,2017,TV-14,52,"This wide-ranging documentary examines the behaviors considered in a diagnosis of psychopathy and includes nonviolent, successful figures in history."
4044,81059649,Why Are We Getting So Fat?,02/01/2019,2016,TV-14,50,A Cambridge geneticist dispels misconceptions about living with obesity and explores why the epidemic continues to expand across the UK and America.
4046,81059812,World's Weirdest Homes,02/01/2019,2015,TV-PG,49,"From a bubble-shaped palace to an island built on plastic bottles, tour the world’s most fantastically bizarre residences."
4047,80205451,42 Grams,02/01/2018,2017,TV-MA,81,"After launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery."
4048,70045919,Æon Flux,02/01/2018,2005,PG-13,93,"Aiming to hasten an uprising, the leader of an underground rebellion dispatches acrobatic assassin Aeon Flux to eliminate the government's top leader."
4049,80141928,Before the Flood,02/01/2018,2016,PG,97,Leonardo DiCaprio crisscrosses the globe to investigate the consequences of man-made globe warming and the measures being taken to reverse it.
4050,80198055,Emo the Musical,02/01/2018,2016,PG-13,94,"Expelled from private school for attempted suicide, emo Ethan enters the world of Seymour High and meets a cute Christian who's ready to convert him."
4051,80186731,Gender Revolution: A Journey with Katie Couric,02/01/2018,2017,TV-PG,90,"Katie Couric explores our evolving understanding of gender identity, speaking with transgender and intersex individuals about their experiences."
4052,80195654,How the Beatles Changed the World,02/01/2018,2017,TV-PG,110,Interviews and rare archival footage illuminate how the Beatles' influence over music and culture continues to be felt around the world.
4053,80170992,Inxeba,02/01/2018,2017,TV-MA,88,"At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret."
4054,80227121,John Mellencamp: Plain Spoken,02/01/2018,2017,TV-MA,80,Iconic rocker John Mellencamp lights up Chicago in an electrifying live performance featuring old classics and new tracks.
4055,80222248,Liberated: The New Sexual Revolution,02/01/2018,2017,TV-MA,86,"Filmmakers explore how pop culture shapes a new generation's beliefs about gender, sexuality and violence on display among students on spring break."
4057,80163352,Master,02/01/2018,2016,NR,143,"Needing hard evidence to convict a company chairman of fraud, an investigator bargains with the company's tech expert to turn over his boss's ledger."
4058,70251218,Mortified Nation,02/01/2018,2013,NR,84,"This comic documentary follows the Mortified movement, a series of stage events where adults share awkward childhood moments in front of strangers."
4059,80217040,National Parks Adventure,02/01/2018,2016,TV-G,42,"Narrated by Robert Redford, this documentary tours the awe-inspiring landscapes, historic sites and untamed wilderness of America's great parks."
4060,80172958,Newness,02/01/2018,2017,TV-MA,117,"Martin and Gabi try to form a relationship after meeting through a hookup app, but when boredom creeps in, they seek out an unconventional solution."
4061,80171291,Paint It Black,02/01/2018,2016,R,96,"In the wake of a young artist’s suicide, his pianist mother and his despairing girlfriend square off in a living nightmare beset by guilt and blame."
4064,80168231,Water & Power: A California Heist,02/01/2018,2017,PG,78,California residents and farmers face powerful barons in the struggle to secure water rights in this fresh historical account of profit and interests.
4066,80060060,Chauthi Koot,02/01/2017,2015,TV-14,116,Related tales of a family seeking refuge and two men on a train to Amritsar evoke the dreadful unease surrounding Hindu-Sikh tensions in 1980s Punjab.
4067,80091866,Dilwale,02/01/2017,2015,TV-14,154,"A young couple falls in love, but conflicting loyalties drive them apart. Years later, fate intervenes and hands them a second chance."
4068,80124947,Gun Runners,02/01/2017,2015,TV-PG,90,Two roaming Kenyan bandits attempt to change the course of their lives by exchanging their rifles for running shoes.
4069,80017528,Happy New Year,02/01/2017,2014,TV-14,179,A revenge-seeking diamond thief gathers a ragtag crew to infiltrate a Dubai hotel hosting a dance contest. But first they have to learn how to dance.
4070,80095530,Haraamkhor,02/01/2017,2015,NR,93,"A selfish, manipulative schoolteacher takes advantage of a schoolgirl's vulnerability to gratify his dark, narcissistic desires."
4071,80093105,Heroes Wanted,02/01/2017,2016,TV-MA,97,"When its special ops agency is wiped out, Spain hastily assembles a new team to defuse a terrorist plot. But who are these scrappy would-be heroes?"
4072,80134682,Highly Strung,02/01/2017,2015,TV-14,80,"Fiery passions take center stage in this intimate look at the Australian String Quartet and, perhaps more vital, the priceless instruments they guard."
4073,80154179,I Am Sun Mu,02/01/2017,2015,NR,88,A North Korean propagandist who escaped to Seoul now creates satirical art about Kim Jong Il's regime and copes with repercussions of his defection.
4074,80127604,Indiscretion,02/01/2017,2016,TV-MA,99,"After a weekend fling with artist Victor, Veronica, a psychiatrist and politician's wife, becomes the target of Victor's dangerous romantic obsession."
4075,80156767,La Última Fiesta,02/01/2017,2016,TV-MA,104,Three best buddies are thrown into a wild chase for a priceless painting that was stolen from a house they used to throw a huge party.
4076,80159668,Maroon,02/01/2017,2016,TV-MA,94,"When his wife goes missing, university professor Saurabh remains at home while the police investigate, but his grip on reality loosens as days pass."
4078,60036691,Paris Is Burning,02/01/2017,1990,R,77,"This Sundance prize-winning documentary is an intimate portrait of 1980s Harlem drag balls: a world of fierce competition, sustenance, and survival."
4080,80152745,The Hurt Business,02/01/2017,2016,PG-13,111,"Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs."
